Airline ID,Flight Number,Departure Date/Time,Arrival Date/Time,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (Hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,flag_status
5,4119,2023-06-02 08:58:15,2023-09-06 17:39:25,07:07:47,10:03:55,Bqsj,Name_Nroap,Seatooy,Economy,992.43,Extra Baggage,0,Confirmed,Gatehc,C,Claimoev,3.69,0,Locpji,Typeobv,Pilot_Ozth,Crew_Gttw,Yes,Non-Vegetarian,Available,True,False,True,2,No,4
9,1267,2023-12-05 00:54:44,2023-07-31 01:36:44,21:13:47,23:02:32,Bmbi,Name_Ovigl,Seatrwh,First,624.43,Meal,0,Cancelled,Gatesh,A,Claimxoa,2.79,0,Locicx,Typecgc,Pilot_Iypo,Crew_Hgmy,No,Non-Vegetarian,Available,False,True,False,1,Yes,6
9,3774,2023-04-25 06:02:23,2023-04-08 03:33:27,13:14:48,17:19:08,Bgzj,Name_Ilkcm,Seatazt,First,500.36,Extra Baggage,0,Cancelled,Gateqf,A,Claimnrb,5.14,0,Locgev,Typevke,Pilot_Epcy,Crew_Xlcc,Yes,Vegan,Not Available,False,True,True,2,Yes,6
10,5349,2023-03-01 10:36:51,2023-01-30 02:26:34,22:14:38,18:36:47,Blvt,Name_Evvur,Seatiiu,Economy,198.06,Extra Baggage,0,Cancelled,Gatetx,C,Claimqze,3.54,1,Lochtz,Typexfp,Pilot_Ofkz,Crew_Dtas,No,Vegan,Available,True,False,True,2,Yes,2
19,5965,2023-04-15 22:27:49,2023-11-09 12:42:42,04:00:14,19:37:29,Bkdl,Name_Kzcvi,Seatwvm,Economy,851.77,Meal,0,Cancelled,Gatent,C,Claimgpe,5.37,2,Locukf,Typetfe,Pilot_Yjdn,Crew_Unjv,Yes,Vegan,Available,False,False,True,2,Yes,4
1,9125,2023-07-14 01:59:21,2023-08-26 07:56:47,17:57:04,08:45:07,Blwh,Name_Zhxhm,Seattwc,Economy,242.38,Meal,0,Cancelled,Gatezl,A,Claimnsj,11.36,2,Loclpp,Typebxy,Pilot_Lyqu,Crew_Vjiu,No,No Meal,Available,False,False,True,0,No,4
7,4459,2023-10-22 15:57:40,2023-05-06 04:41:04,05:09:24,17:26:24,Btng,Name_Kfmkn,Seatqrg,First,694.01,No Extras,0,Cancelled,Gateow,A,Claimoes,1.56,0,Locjne,Typetuq,Pilot_Ksui,Crew_Eqyc,No,No Meal,Not Available,False,False,False,1,Yes,6
4,1989,2023-06-10 05:17:59,2023-10-22 18:06:38,01:28:36,14:47:03,Bcys,Name_Nseom,Seatjtw,Business,282.65,Extra Baggage,464,Pending,Gatelp,A,Claimwbp,2.43,0,Locebh,Typemna,Pilot_Zizs,Crew_Onub,Yes,Vegan,Available,False,False,True,2,No,4
1,1937,2023-06-17 05:14:48,2023-08-28 06:39:16,12:14:16,02:08:59,Bnsj,Name_Xpsqp,Seathge,First,713.53,No Extras,300,Pending,Gatenb,D,Claimths,6.7,0,Locidz,Typetya,Pilot_Mjjf,Crew_Qduv,No,Vegetarian,Available,False,True,True,2,No,4
15,7654,2023-11-22 01:06:52,2023-10-14 07:44:58,21:44:55,18:31:24,Blrs,Name_Nqgfe,Seatavg,First,93.78,Extra Baggage,3432,Pending,Gatekx,C,Claimmck,9.15,2,Locajh,Typeoqa,Pilot_Kvcs,Crew_Zeta,Yes,Vegan,Available,False,True,True,0,Yes,6
8,7989,2023-11-16 14:15:44,2023-10-03 11:49:59,16:57:08,06:50:16,Bxrm,Name_Xxapw,Seatdsf,Economy,216.49,No Extras,0,Pending,Gatefs,C,Claimgbn,4.16,1,Lochkh,Typeokd,Pilot_Ulth,Crew_Ktso,No,Non-Vegetarian,Available,True,False,True,0,No,2
12,9631,2023-11-16 02:51:20,2023-10-31 17:33:28,07:49:50,23:47:56,Bqux,Name_Nbdab,Seatzsz,First,733.53,No Extras,0,Pending,Gateps,C,Claimpxk,9.78,2,Locuvf,Typenoo,Pilot_Wgel,Crew_Keum,Yes,No Meal,Not Available,False,False,True,0,No,6
18,8342,2023-05-02 10:30:36,2023-03-29 13:42:04,17:02:37,18:08:03,Bfpr,Name_Ziawt,Seathev,Economy,611.36,Meal,0,Confirmed,Gatezk,A,Claimugz,3.43,1,Lochek,Typewfu,Pilot_Cvuw,Crew_Hfkk,No,Vegetarian,Not Available,True,True,False,0,No,3
15,7023,2023-12-17 09:59:36,2023-05-30 23:13:47,11:43:59,04:19:05,Bimd,Name_Wpnwm,Seatsqq,Business,578.26,Meal,1468,Pending,Gatevs,B,Claimlnt,11.23,2,Locrso,Typehyy,Pilot_Isaw,Crew_Bzfh,No,Vegan,Available,True,False,True,1,Yes,6
17,3358,2023-05-23 09:47:49,2023-10-17 00:49:44,10:12:56,11:09:36,Bmcd,Name_Zsorc,Seatueq,Economy,139.04,Meal,4561,Cancelled,Gatevu,D,Claimbzp,7.09,2,Locddl,Typejlw,Pilot_Fkml,Crew_Adzb,No,Vegetarian,Available,True,False,True,0,Yes,4
14,4345,2023-12-07 22:51:06,2023-04-01 12:23:59,20:15:09,03:13:22,Bsxa,Name_Ooemx,Seatfit,Economy,868.59,No Extras,3509,Confirmed,Gatear,D,Claimxoe,3.62,1,Locoyr,Typedrr,Pilot_Goyf,Crew_Pfxy,Yes,Non-Vegetarian,Not Available,True,False,False,0,Yes,2
14,7360,2023-01-16 01:33:29,2023-05-21 08:26:27,17:28:58,15:40:13,Baiw,Name_Ytpvt,Seathgv,Economy,652.71,Meal,318,Confirmed,Gateel,D,Claimyuz,7.02,1,Locewj,Typerwo,Pilot_Hobw,Crew_Nowc,Yes,Vegan,Available,True,False,True,2,No,0
18,5816,2023-04-21 11:20:04,2023-03-25 08:03:35,13:21:50,21:18:14,Bycc,Name_Oniur,Seatbyz,Economy,598.99,No Extras,0,Pending,Gatekt,A,Claimdro,11.24,1,Locpfu,Typethy,Pilot_Ezrt,Crew_Ixzp,No,Vegetarian,Not Available,True,False,False,2,No,2
18,4743,2023-03-28 07:08:22,2023-10-21 08:23:38,13:23:15,17:22:06,Brbk,Name_Qeoxk,Seatflo,Economy,962.28,Meal,1772,Confirmed,Gatebg,C,Claimjrg,10.2,2,Locxmq,Typeuif,Pilot_Vtxe,Crew_Zisk,No,Vegan,Not Available,True,True,True,0,Yes,5
16,8159,2023-02-07 06:47:06,2023-04-10 08:40:04,10:00:54,21:53:59,Bibt,Name_Vlgyt,Seatzaz,Business,573.73,Extra Baggage,863,Confirmed,Gatexj,B,Claimyxs,6.9,2,Locezp,Typeree,Pilot_Fxsu,Crew_Wbqh,Yes,Vegan,Available,True,True,False,0,No,5
1,1518,2023-05-02 16:36:39,2023-09-17 18:20:34,21:13:29,06:24:07,Bdin,Name_Uicqx,Seatefx,First,817.16,Meal,0,Pending,Gatesh,C,Claimwpd,2.82,1,Locurw,Typeatv,Pilot_Xpnk,Crew_Mmrl,Yes,Vegetarian,Available,False,False,True,0,Yes,0
11,1268,2023-05-26 16:11:52,2023-10-29 15:10:12,05:16:52,10:09:24,Bspz,Name_Iknzj,Seatozd,First,253.96,No Extras,0,Pending,Gatesx,B,Claimwip,11.37,0,Locnmh,Typejxd,Pilot_Yraq,Crew_Dayf,No,Non-Vegetarian,Available,False,False,True,1,No,4
15,6444,2023-03-03 17:20:56,2023-07-31 00:23:45,22:54:18,19:09:43,Bnor,Name_Dpplf,Seatlys,Economy,363.03,Meal,0,Pending,Gategx,B,Claimsue,10.64,1,Locdvg,Typexpv,Pilot_Qodj,Crew_Kssj,No,No Meal,Available,False,True,True,2,Yes,0
12,6475,2023-03-17 15:12:41,2023-03-01 16:51:22,22:05:30,02:17:56,Bosi,Name_Gwhfg,Seatxrf,Economy,677.29,Extra Baggage,0,Pending,Gatear,C,Claimpfu,1.14,0,Locfyt,Typezot,Pilot_Pxdv,Crew_Incn,No,No Meal,Available,False,True,False,0,No,6
8,5185,2023-02-04 20:56:42,2023-09-20 23:49:46,05:02:44,21:25:46,Buup,Name_Ipvmo,Seatpqk,First,648.48,Meal,0,Confirmed,Gatepe,C,Claimzyw,1.8,0,Locgoh,Typegaf,Pilot_Sefn,Crew_Ngxz,Yes,Non-Vegetarian,Not Available,False,True,True,0,No,4
6,6161,2023-04-20 12:16:34,2023-12-14 13:18:34,01:50:05,03:32:17,Bwqj,Name_Rdehd,Seatdzp,Business,132.08,Meal,4459,Pending,Gategk,D,Claimzjw,6.14,0,Loctde,Typenoq,Pilot_Mgqc,Crew_Nygr,No,No Meal,Available,True,True,True,1,No,5
3,4865,2023-12-13 11:29:32,2023-10-31 03:45:41,21:27:34,01:14:17,Bein,Name_Qqbxp,Seatiwj,Economy,101.79,Meal,0,Cancelled,Gatevn,C,Claimzhe,7.26,1,Locecw,Typepkz,Pilot_Fplr,Crew_Aqut,Yes,Vegetarian,Available,False,True,False,0,Yes,2
13,9011,2023-04-03 21:09:27,2023-01-20 11:28:00,13:21:49,15:08:42,Bvxj,Name_Svgka,Seatzmd,Economy,252.91,Extra Baggage,0,Confirmed,Gateyq,B,Claimesb,7.17,2,Locxep,Typeavc,Pilot_Fbmv,Crew_Oepj,Yes,Vegetarian,Not Available,True,True,True,2,No,7
13,3335,2023-11-27 22:37:04,2023-04-11 11:38:29,09:45:16,03:05:51,Bxax,Name_Urgmc,Seatngc,Business,557.16,No Extras,0,Cancelled,Gateio,A,Claimadf,7.77,2,Locdjt,Typewbg,Pilot_Ntxn,Crew_Hhhz,Yes,Vegetarian,Not Available,True,True,True,2,Yes,7
2,4674,2023-05-21 22:18:46,2023-09-13 20:39:56,04:29:05,21:05:58,Bvtc,Name_Iqboi,Seattqn,Economy,784.55,Extra Baggage,1656,Confirmed,Gatesc,A,Claimenl,8.53,2,Loceyc,Typeqsl,Pilot_Adwy,Crew_Ytlu,Yes,No Meal,Not Available,False,True,True,1,No,4
5,5576,2023-04-05 09:25:31,2023-02-06 08:17:24,06:03:11,03:01:55,Bpem,Name_Gskxu,Seatoad,First,419.46,Meal,2549,Cancelled,Gatela,B,Claimisp,11.31,1,Loccgz,Typeukz,Pilot_Jqzb,Crew_Hezy,No,Vegetarian,Not Available,False,True,False,2,No,2
17,1500,2023-09-06 07:36:15,2023-02-05 20:39:56,04:28:40,18:56:15,Bewy,Name_Rzqvd,Seatyar,Economy,289.21,No Extras,0,Confirmed,Gatenn,B,Claimxdc,5.38,2,Locrom,Typefgz,Pilot_Nhtz,Crew_Rrwc,No,Vegetarian,Not Available,False,False,False,2,No,6
6,9083,2023-09-10 08:26:54,2023-07-30 18:44:24,06:32:33,07:06:46,Bkqy,Name_Bqwta,Seatumg,Economy,611.47,No Extras,0,Confirmed,Gatefb,A,Claimzzn,1.32,0,Loccnf,Typelpo,Pilot_Esej,Crew_Vlzi,No,No Meal,Not Available,False,False,False,1,No,6
2,9294,2023-04-26 00:44:36,2023-04-20 05:29:32,04:32:42,03:48:18,Bcvf,Name_Mjqwu,Seatrwu,Economy,143.97,Meal,0,Cancelled,Gatexj,A,Claimvrl,7.22,0,Lochwr,Typeyhd,Pilot_Kzdv,Crew_Zugk,No,Non-Vegetarian,Available,False,True,False,2,Yes,6
4,6543,2023-12-22 00:07:56,2023-12-30 16:22:21,11:04:25,13:54:42,Bptb,Name_Qkicj,Seatfsj,Business,213.01,Meal,0,Pending,Gateoy,A,Claimkel,7.28,1,Loctpg,Typeycw,Pilot_Rwqh,Crew_Oxfw,No,Vegan,Not Available,True,False,False,2,No,0
11,3746,2023-12-23 04:51:56,2023-06-04 20:19:18,23:44:42,03:48:01,Best,Name_Qppom,Seatpmv,First,480.19,No Extras,0,Pending,Gatels,A,Claimgys,3.56,0,Locaud,Typefcb,Pilot_Fppl,Crew_Nzzn,Yes,Non-Vegetarian,Not Available,False,False,False,1,No,6
8,4276,2023-03-21 18:06:41,2023-07-29 00:46:29,10:30:49,17:30:11,Bvkw,Name_Bzfcz,Seatbjz,Business,968.35,Meal,0,Cancelled,Gatebo,C,Claimhsh,6.73,2,Locyca,Typepbw,Pilot_Zjht,Crew_Sisb,Yes,Vegetarian,Available,True,False,True,1,No,4
12,4085,2023-12-14 02:07:45,2023-05-28 05:32:10,19:33:57,03:37:30,Brcl,Name_Xaqxa,Seateev,Economy,360.06,Meal,0,Confirmed,Gatetw,D,Claimczw,10.86,2,Locwuz,Typetmr,Pilot_Tidu,Crew_Yjlm,No,No Meal,Available,True,True,True,0,No,7
8,6735,2023-08-07 04:29:11,2023-01-11 18:50:35,00:41:25,13:06:22,Bwmu,Name_Kdkmv,Seatsrs,Business,858.51,Extra Baggage,4560,Confirmed,Gatemy,D,Claimsfk,7.91,0,Locmcx,Typexfr,Pilot_Pgmq,Crew_Poqq,No,No Meal,Available,True,True,False,2,No,7
11,8796,2023-08-24 10:25:40,2023-05-30 13:24:06,16:36:29,19:50:38,Btti,Name_Qtumq,Seatdhw,First,977.64,Meal,4381,Cancelled,Gatert,A,Claimpmz,9.11,2,Locffz,Typeetw,Pilot_Wtye,Crew_Pnmp,No,No Meal,Not Available,True,True,True,1,No,7
8,7613,2023-01-07 18:15:41,2023-06-17 18:01:13,02:54:21,05:36:33,Bizg,Name_Bbvrf,Seatlag,Economy,831.38,Extra Baggage,0,Pending,Gatebv,D,Claimqti,8.21,2,Locuek,Typefwb,Pilot_Dfon,Crew_Xole,No,Non-Vegetarian,Not Available,True,True,True,1,No,5
8,2327,2023-02-11 07:04:27,2023-01-14 01:48:15,15:50:42,20:55:21,Baas,Name_Ybwkq,Seatcdz,Business,469.77,Meal,0,Cancelled,Gateba,A,Claimsos,4.62,2,Loclaf,Typevhe,Pilot_Bmpk,Crew_Vyfz,Yes,Vegan,Available,False,False,False,1,No,6
17,8772,2023-12-22 09:08:26,2023-11-02 08:34:12,22:05:48,22:10:42,Bcgl,Name_Iteto,Seatmkg,First,820.61,No Extras,0,Confirmed,Gatecs,C,Claimltk,2.97,2,Locawl,Typetbd,Pilot_Ihnn,Crew_Nfhj,Yes,Vegan,Available,False,False,False,0,Yes,6
16,4746,2023-09-22 14:44:50,2023-03-31 08:05:52,08:22:11,04:10:17,Bpmr,Name_Zyqjf,Seatbyu,Economy,92.59,No Extras,1352,Pending,Gatexl,D,Claimouh,5.23,1,Locmah,Typeorx,Pilot_Hzuy,Crew_Yhsx,No,Non-Vegetarian,Not Available,True,True,False,1,Yes,3
14,6684,2023-03-25 00:18:24,2023-05-20 18:00:24,14:42:47,20:47:28,Bxqx,Name_Mupxb,Seatdii,Economy,870.93,No Extras,0,Pending,Gateac,D,Claimifv,8.58,0,Locpzj,Typekoz,Pilot_Fcfr,Crew_Ulpk,Yes,Vegan,Available,True,True,True,0,No,5
11,3562,2023-04-19 10:21:46,2023-05-06 12:07:32,02:42:23,07:17:37,Bine,Name_Texqg,Seatbya,Economy,515.07,Meal,0,Pending,Gatell,C,Claimlck,5.72,2,Loceyr,Typehfq,Pilot_Shdj,Crew_Ieov,No,No Meal,Not Available,False,True,True,1,Yes,4
7,5163,2023-10-09 09:43:18,2023-03-16 05:26:43,08:10:47,00:32:04,Bktf,Name_Xqefj,Seatafm,Business,477.71,Meal,0,Confirmed,Gatelb,D,Claimsgi,6.01,2,Locama,Typetyv,Pilot_Fpsg,Crew_Zzbj,No,No Meal,Available,False,True,False,2,Yes,6
16,4317,2023-03-04 10:02:02,2023-05-26 22:53:24,00:43:52,00:40:40,Bfxh,Name_Enytn,Seatqpf,Economy,746.02,Meal,4537,Confirmed,Gatetf,A,Claimshx,8.93,1,Locpxw,Typepuo,Pilot_Jzdn,Crew_Ndqa,Yes,Vegetarian,Not Available,True,False,True,0,No,0
13,3436,2023-05-17 23:36:11,2023-09-03 09:05:20,06:44:47,17:11:47,Baij,Name_Birrv,Seatvki,Business,934.57,No Extras,0,Cancelled,Gateuv,A,Claimnsa,8.17,1,Locvtu,Typexwm,Pilot_Abhu,Crew_Gkni,Yes,Non-Vegetarian,Not Available,False,True,False,0,No,0
15,6769,2023-05-22 03:23:46,2023-01-28 08:48:49,07:31:48,10:03:30,Bqcw,Name_Iezrl,Seatgba,Economy,291.67,No Extras,0,Cancelled,Gatexp,A,Claimyzb,10.23,1,Locvgh,Typeacq,Pilot_Opdj,Crew_Kfpt,No,Non-Vegetarian,Available,False,False,False,1,No,2
16,9499,2023-11-05 08:48:54,2023-03-19 14:58:11,18:04:17,18:01:44,Buvm,Name_Fqnjz,Seatspb,Economy,452.44,Extra Baggage,0,Cancelled,Gatemj,B,Claimfxy,10.08,0,Locuys,Typeylv,Pilot_Jiyf,Crew_Nbtq,No,No Meal,Not Available,False,True,True,2,No,6
9,6918,2023-03-24 11:59:55,2023-08-01 12:25:27,12:14:09,08:32:17,Bhtn,Name_Scjno,Seathzk,First,668.17,Extra Baggage,0,Confirmed,Gateeq,B,Claimqgp,2.68,2,Loctni,Typeift,Pilot_Fpfd,Crew_Bydr,Yes,No Meal,Available,True,True,True,1,No,5
3,2089,2023-08-17 06:32:33,2023-06-10 05:02:12,20:09:16,23:05:27,Bths,Name_Pfndm,Seatjds,First,626.14,No Extras,0,Cancelled,Gatedo,C,Claimhna,5.85,1,Locadj,Typehxa,Pilot_Khkq,Crew_Fmlk,No,No Meal,Not Available,False,True,True,2,Yes,2
19,5555,2023-09-09 13:12:35,2023-12-13 00:16:54,10:06:35,16:15:10,Bmfd,Name_Hwiuk,Seatbqw,First,273.05,Meal,771,Cancelled,Gatelt,C,Claimkwd,4.33,2,Lockqd,Typesxl,Pilot_Zyxl,Crew_Ayui,Yes,No Meal,Available,False,True,True,1,No,4
5,3394,2023-03-31 05:50:09,2023-03-21 06:22:25,18:54:44,19:45:18,Bftb,Name_Eeyrp,Seatbav,First,67.0,Meal,0,Pending,Gatehy,C,Claimrhk,11.69,0,Locunh,Typenbf,Pilot_Ibzw,Crew_Wxku,No,No Meal,Not Available,True,True,True,0,Yes,7
10,7468,2023-12-18 12:56:51,2023-10-18 01:00:23,05:08:44,18:03:38,Bjkk,Name_Wzsxi,Seattmc,Business,204.85,No Extras,3973,Pending,Gatewm,D,Claimwhf,5.25,2,Locomm,Typedkj,Pilot_Qhup,Crew_Vouo,Yes,Vegetarian,Not Available,True,True,False,2,Yes,7
17,5004,2023-05-27 04:53:40,2023-11-21 23:01:24,10:37:50,02:19:14,Bckh,Name_Kknji,Seatrfn,First,87.65,No Extras,0,Cancelled,Gateev,A,Claimlgd,7.37,0,Locdqs,Typelax,Pilot_Aipu,Crew_Rzpp,No,No Meal,Not Available,False,True,False,2,Yes,4
15,1666,2023-07-08 11:45:02,2023-01-20 11:32:19,15:19:20,19:29:43,Bqzv,Name_Ezkim,Seatdzl,First,107.42,Meal,0,Pending,Gatexr,B,Claimgbk,6.99,1,Locchk,Typeujd,Pilot_Sabb,Crew_Crub,Yes,Vegan,Not Available,True,False,False,0,No,2
8,6718,2023-12-15 18:02:53,2023-09-20 00:21:12,10:53:10,22:14:10,Byap,Name_Shwdl,Seatftz,First,283.43,No Extras,0,Pending,Gategj,C,Claimtds,8.86,0,Lochyy,Typepmi,Pilot_Tzuk,Crew_Llfy,Yes,Vegan,Not Available,False,False,False,0,Yes,6
15,6152,2023-08-14 17:45:43,2023-07-03 13:52:21,01:37:26,13:36:59,Btgv,Name_Ygxhs,Seatiff,First,737.72,Meal,0,Pending,Gatehb,B,Claimbtr,2.61,1,Loczdb,Typeucu,Pilot_Tvni,Crew_Czgq,No,No Meal,Not Available,False,False,True,0,Yes,2
14,3234,2023-08-24 06:06:57,2023-06-22 19:31:10,23:44:00,11:40:43,Bvyh,Name_Whsyz,Seatyld,First,293.94,Meal,0,Pending,Gatebl,D,Claimsln,11.56,1,Loczpd,Typeiem,Pilot_Gphe,Crew_Hjfw,Yes,Non-Vegetarian,Available,False,False,True,0,Yes,2
7,7335,2023-10-11 22:59:37,2023-05-08 13:13:49,20:11:01,03:45:39,Bmer,Name_Djowh,Seathld,First,263.9,No Extras,421,Confirmed,Gatech,D,Claimila,1.85,0,Loceuy,Typecps,Pilot_Kxqh,Crew_Okmr,Yes,No Meal,Not Available,False,False,True,0,Yes,6
12,2236,2023-03-09 21:53:22,2023-08-22 15:31:15,02:26:52,12:06:15,Blpc,Name_Opxug,Seatgic,Economy,654.85,Meal,0,Pending,Gatekk,A,Claimvmw,8.06,1,Locbnt,Typeill,Pilot_Idyx,Crew_Gylz,No,No Meal,Available,False,False,True,1,Yes,0
17,2623,2023-06-26 05:59:05,2023-12-12 11:09:59,19:42:23,03:03:05,Blzs,Name_Hmmbz,Seatuat,Economy,585.04,Meal,0,Confirmed,Gatejy,C,Claimgoy,11.95,1,Loclvx,Typexgy,Pilot_Khxn,Crew_Zulf,No,Vegan,Not Available,True,False,False,2,Yes,0
17,2374,2023-02-10 11:08:11,2023-04-21 05:56:15,01:19:27,04:00:19,Btrh,Name_Tofyr,Seatspc,First,532.87,No Extras,0,Confirmed,Gatess,A,Claimtgx,11.41,0,Locszu,Typejyl,Pilot_Nzoa,Crew_Iqps,Yes,Vegan,Available,False,False,True,0,Yes,4
10,8275,2023-04-24 10:36:12,2023-10-28 14:18:42,20:31:38,21:20:40,Bxmh,Name_Gbzba,Seatffr,Economy,663.65,No Extras,0,Confirmed,Gatexr,C,Claimxcv,3.67,0,Locpkj,Typeluq,Pilot_Rwrf,Crew_Whmk,No,Non-Vegetarian,Available,False,False,False,2,Yes,4
19,7359,2023-10-30 02:36:52,2023-03-06 09:34:37,06:07:08,13:14:00,Bjno,Name_Yvnbj,Seatvbn,Business,389.19,Meal,3571,Pending,Gatelg,A,Claimltn,5.79,2,Loccvp,Typetxp,Pilot_Kmju,Crew_Njzj,No,Vegetarian,Available,False,False,False,2,No,6
14,1176,2023-10-28 06:28:43,2023-12-18 17:59:56,05:13:23,12:37:17,Buoz,Name_Ddwgt,Seatzbi,Economy,64.11,Meal,0,Cancelled,Gategu,B,Claimdez,6.63,1,Locirl,Typeids,Pilot_Oemq,Crew_Mbee,Yes,Vegan,Not Available,False,True,True,1,No,0
11,7704,2023-10-26 22:01:31,2023-09-14 03:02:49,03:02:51,11:07:08,Bfnf,Name_Ellyf,Seatxwa,Economy,458.52,Extra Baggage,0,Confirmed,Gatevm,B,Claimpan,3.13,2,Locwwb,Typemup,Pilot_Rkpx,Crew_Pqwm,Yes,Vegan,Not Available,False,False,False,2,Yes,6
2,3928,2023-11-09 15:48:56,2023-07-27 05:06:57,22:14:16,07:10:14,Bwaj,Name_Rbspw,Seatsig,Business,398.45,Extra Baggage,0,Pending,Gatevp,D,Claimkek,9.53,1,Locfuy,Typetdn,Pilot_Tkdc,Crew_Zazq,Yes,Non-Vegetarian,Not Available,True,False,False,2,Yes,2
18,9817,2023-10-05 07:36:15,2023-09-08 02:52:38,13:29:19,07:55:52,Bskc,Name_Bqtzg,Seatfwy,Business,783.26,No Extras,1369,Cancelled,Gateos,D,Claimgqv,6.55,2,Loceel,Typeojq,Pilot_Taki,Crew_Eyuu,No,Non-Vegetarian,Available,False,False,True,1,No,6
7,8617,2023-11-11 23:48:41,2023-03-04 18:13:49,15:25:04,21:06:32,Bwfi,Name_Ugwlw,Seatmiz,Economy,135.78,No Extras,3731,Cancelled,Gatekm,A,Claimvqk,4.07,0,Loccqp,Typezpr,Pilot_Vuvh,Crew_Nchd,Yes,No Meal,Available,False,True,True,1,Yes,6
12,8614,2023-07-18 07:27:54,2023-10-04 02:50:51,17:54:41,12:54:13,Byid,Name_Kqkhf,Seatyjf,Economy,792.06,No Extras,1021,Confirmed,Gatect,D,Claimdjv,11.08,2,Locgbx,Typeasn,Pilot_Vvbo,Crew_Zttr,Yes,No Meal,Available,False,False,True,1,No,4
2,4715,2023-05-07 14:45:24,2023-03-16 21:49:02,17:38:06,11:02:04,Bcts,Name_Foztl,Seatnqd,Business,725.45,No Extras,1121,Confirmed,Gatelf,D,Claimxxx,3.44,2,Lockri,Typedek,Pilot_Qsmc,Crew_Hmac,No,Vegan,Not Available,False,False,False,2,No,6
18,5274,2023-11-17 06:02:54,2023-09-12 14:47:15,18:00:40,13:29:36,Bwks,Name_Imooz,Seatonx,Economy,367.48,Extra Baggage,0,Pending,Gatecf,C,Claimtkt,3.66,0,Locaoe,Typeytd,Pilot_Osfu,Crew_Wmdm,No,Non-Vegetarian,Not Available,False,False,True,1,Yes,6
6,9586,2023-01-04 16:55:09,2023-06-20 12:55:21,22:00:08,08:08:37,Bqhf,Name_Mikvk,Seatmea,First,646.11,Extra Baggage,0,Cancelled,Gatewv,A,Claimnde,11.35,1,Locwse,Typevvr,Pilot_Jjzy,Crew_Ojci,Yes,Non-Vegetarian,Available,True,True,True,2,Yes,1
10,5971,2023-05-11 04:52:47,2023-02-12 02:29:21,11:56:31,02:49:19,Behh,Name_Iqwyu,Seatfaq,Business,550.3,No Extras,0,Confirmed,Gateoa,A,Claimowg,4.08,2,Locosl,Typexio,Pilot_Wmcp,Crew_Okbf,Yes,Vegetarian,Not Available,False,False,False,0,Yes,6
15,9389,2023-04-10 20:33:55,2023-03-08 12:18:08,06:39:55,18:15:42,Bcsp,Name_Fvezy,Seatnqn,First,252.2,Extra Baggage,0,Pending,Gatela,D,Claimhhf,9.44,0,Locpih,Typelhk,Pilot_Hnfa,Crew_Ajdc,Yes,Vegetarian,Available,True,False,True,2,No,6
5,1968,2023-10-02 16:14:17,2023-07-27 05:34:38,06:47:28,09:53:10,Bjwc,Name_Ucfvq,Seatpgj,First,908.8,Meal,0,Confirmed,Gateem,A,Claimpxx,5.69,1,Locfei,Typenyl,Pilot_Iyyo,Crew_Bzho,No,Non-Vegetarian,Not Available,False,True,True,2,Yes,2
3,4155,2023-06-15 22:18:12,2023-06-04 19:08:38,08:38:08,07:03:29,Bihh,Name_Kdzlj,Seatolw,Economy,230.23,No Extras,0,Confirmed,Gatefx,D,Claimnuz,8.79,1,Locbsk,Typeuwk,Pilot_Velz,Crew_Iazk,No,Non-Vegetarian,Available,False,True,False,1,No,2
5,5764,2023-12-02 17:55:26,2023-12-03 10:39:42,00:52:57,05:45:05,Byht,Name_Qfrus,Seathpf,First,181.15,No Extras,0,Confirmed,Gatemv,D,Claimwul,12.0,2,Locioc,Typegjo,Pilot_Ncis,Crew_Fosb,Yes,Vegetarian,Available,True,False,True,2,Yes,4
8,3504,2023-11-17 14:28:56,2023-01-27 00:33:31,07:35:47,22:07:30,Bgnv,Name_Vyols,Seatkzf,Business,439.38,No Extras,3990,Confirmed,Gatevj,D,Claimnvq,9.22,0,Locvbv,Typenbr,Pilot_Znno,Crew_Nlvp,No,Vegan,Not Available,True,False,False,1,No,6
8,8643,2023-06-22 03:12:03,2023-03-12 11:45:43,04:21:24,16:26:41,Bqle,Name_Yerzl,Seatvar,Business,755.85,Meal,0,Pending,Gateqb,A,Claimnzk,6.4,1,Locwqr,Typehig,Pilot_Kzau,Crew_Xvom,Yes,Vegan,Not Available,True,False,False,1,No,2
8,7006,2023-04-21 04:58:28,2023-08-01 10:20:18,06:02:15,15:33:05,Bbyo,Name_Zzojy,Seatchh,Business,260.3,Meal,0,Pending,Gateql,C,Claimhes,8.5,2,Locmwx,Typeirs,Pilot_Gefy,Crew_Ftfk,No,Vegan,Available,True,True,False,2,No,5
12,8962,2023-03-08 20:06:12,2023-10-19 23:24:17,01:25:00,18:01:38,Bkom,Name_Sifna,Seataed,Economy,873.33,Extra Baggage,0,Cancelled,Gategj,D,Claimabq,6.29,1,Locydv,Typeqae,Pilot_Spgn,Crew_Iuer,Yes,Vegetarian,Not Available,True,True,True,0,No,1
